Touchdata_id,event_index,x,y,time,touchPhase,fingerId,color,completionPerc,zone,flags,quality_score,interaction_type,anomaly_flag,research_suitability,     ,     fingerId,     seqId,     startTime,     endTime,     durationSec,     nPoints,     flags
0,0,1053.0,127.00003,408.23874,Ended,0,RedDefault,14.345991,Bound,orphaned_events,32,Erratic,Technical,Limited,,0,0,408.23874,443.669677734375,35.430938720703125,4,
0,1,1651.0,33.0,411.43854,Ended,4,RedDefault,27.426159,Super outside,orphaned_events,32,Erratic,Technical,Limited,,0,1,398.37253,398.4391784667969,0.066650390625,3,
0,2,2048.0,654.0,440.1699,Ended,0,Orange,86.91983,Outside,orphaned_events,32,Erratic,Technical,Limited,,0,2,398.70584,398.80596923828125,0.100128173828125,4,
0,3,1420.0,755.0,443.4697,Ended,0,Orange,91.13924,Roof,orphaned_events,32,Erratic,Technical,Limited,,0,3,407.60544,,,5,"missing_Ended,has_canceled"
0,4,1246.0,912.0,443.50302,Ended,2,Orange,91.56118,Outside,orphaned_events,32,Erratic,Technical,Limited,,0,4,408.83868,409.1053466796875,0.26666259765625,7,
0,5,1320.0,397.99997,443.66968,Ended,0,Orange,92.40506,Wall,orphaned_events,32,Erratic,Technical,Limited,,0,5,409.60532,410.10528564453125,0.499969482421875,16,
0,6,1114.0,1323.0,443.70303,Canceled,4,Orange,92.40506,Wall,orphaned_events,32,Erratic,Technical,Limited,,0,6,410.47192,411.43853759765625,0.96661376953125,30,
1,0,800.0,186.0,398.37253,Began,0,RedDefault,0.0,Wall,,83,Erratic,Behavioral,Behavioral,,0,7,411.77185,411.8052062988281,0.033355712890625,2,improper_sequence_order
1,1,808.0,187.99997,398.40585,Moved,0,RedDefault,0.42194092,Wall,,83,Erratic,Behavioral,Behavioral,,0,8,411.90518,419.1380920410156,7.23291015625,216,
1,2,857.0,147.0,398.43918,Ended,0,RedDefault,0.84388185,Wall,,83,Erratic,Behavioral,Behavioral,,0,9,419.20474,419.67138671875,0.466644287109375,15,
2,0,984.0,216.0,398.70584,Began,0,RedDefault,0.84388185,Door,,87,Quick,Behavioral,"Timing,Spatial",,0,10,419.80472,419.8380432128906,0.0333251953125,2,improper_sequence_order
2,1,985.0,243.0,398.73917,Moved,0,RedDefault,1.2658228,Door,,87,Quick,Behavioral,"Timing,Spatial",,0,11,422.9712,423.30450439453125,0.33331298828125,11,
2,2,972.0,190.00003,398.7726,Moved,0,RedDefault,1.6877637,Bound,,87,Quick,Behavioral,"Timing,Spatial",,0,12,423.90448,425.7377014160156,1.833221435546875,56,
2,3,968.0,186.0,398.80597,Ended,0,RedDefault,2.1097047,Bound,,87,Quick,Behavioral,"Timing,Spatial",,0,13,425.77103,426.1709899902344,0.39996337890625,13,
3,0,1053.0,127.00003,407.60544,Began,0,RedDefault,2.5316455,Outside,"missing_Ended,has_canceled",91,Hesitant,Technical,Behavioral,,0,14,426.20435,426.5043029785156,0.299957275390625,10,
3,1,1053.0,127.00003,407.63876,Stationary,0,RedDefault,3.3755274,Outside,"missing_Ended,has_canceled",91,Hesitant,Technical,Behavioral,,0,15,426.6043,426.8042907714844,0.199981689453125,7,
3,2,1053.0,127.00003,407.6721,Stationary,0,RedDefault,4.2194095,Outside,"missing_Ended,has_canceled",91,Hesitant,Technical,Behavioral,,0,16,427.9709,429.13751220703125,1.1666259765625,34,
3,3,1053.0,127.00003,407.70544,Stationary,0,RedDefault,5.063291,Outside,"missing_Ended,has_canceled",91,Hesitant,Technical,Behavioral,,0,17,429.47083,432.0706481933594,2.599822998046875,79,
3,4,1053.0,127.00003,407.73877,Canceled,0,RedDefault,5.907173,Wall,"missing_Ended,has_canceled",91,Hesitant,Technical,Behavioral,,0,18,432.20398,434.47052001953125,2.26654052734375,69,
4,0,882.0,691.0,407.60544,Began,1,RedDefault,2.5316455,Wall,"sequence_interrupted,improper_sequence_order",32,Quick,Technical,Limited,,0,19,434.53717,436.8370361328125,2.29986572265625,70,
4,1,882.0,691.0,407.63876,Stationary,1,RedDefault,3.3755274,Wall,"sequence_interrupted,improper_sequence_order",32,Quick,Technical,Limited,,0,20,438.2703,,,4,"missing_Ended,has_canceled"
4,2,882.0,691.0,407.6721,Stationary,1,RedDefault,4.2194095,Wall,"sequence_interrupted,improper_sequence_order",32,Quick,Technical,Limited,,0,21,441.03653,441.1698303222656,0.13330078125,5,
4,3,882.0,691.0,407.70544,Stationary,1,RedDefault,5.063291,Wall,"sequence_interrupted,improper_sequence_order",32,Quick,Technical,Limited,,0,22,441.40317,,,54,"missing_Ended,has_canceled"
4,4,875.0,684.0,407.73877,Moved,1,RedDefault,5.907173,Wall,"sequence_interrupted,improper_sequence_order",32,Quick,Technical,Limited,,0,23,443.50302,,,2,"missing_Ended,too_few_points,has_canceled,improper_sequence_order"
4,5,875.0,677.0,407.7721,Moved,1,RedDefault,5.907173,Wall,"sequence_interrupted,improper_sequence_order",32,Quick,Technical,Limited,,0,24,443.5697,,,2,"missing_Ended,too_few_points,has_canceled,improper_sequence_order"
4,6,875.0,668.0,407.80542,Moved,1,RedDefault,5.907173,Wall,"sequence_interrupted,improper_sequence_order",32,Quick,Technical,Limited,,0,25,443.73636,,,2,"missing_Ended,too_few_points,has_canceled,improper_sequence_order"
4,7,872.0,655.0,407.83875,Moved,1,RedDefault,5.907173,Wall,"sequence_interrupted,improper_sequence_order",32,Quick,Technical,Limited,,0,26,443.803,,,2,"missing_Ended,too_few_points,has_canceled,improper_sequence_order"
