Touchdata_id,event_index,x,y,time,touchPhase,fingerId,color,completionPerc,zone,flags,quality_score,interaction_type,anomaly_flag,research_suitability,     ,     fingerId,     seqId,     startTime,     endTime,     durationSec,     nPoints,     flags
0,0,1430.3165,1107.0077,2792.488,Stationary,0,RedDefault,0.0,Super outside,missing_Began,69,Hesitant,Technical,Behavioral,,0,0,2792.488,2792.674560546875,0.1865234375,8,
0,1,1430.3165,1107.0077,2792.488,Stationary,0,RedDefault,0.0,Super outside,missing_Began,69,Hesitant,Technical,Behavioral,,0,1,2792.7078,2793.0078125,0.300048828125,10,
0,2,1430.3165,1107.0077,2792.508,Stationary,0,RedDefault,0.0,Super outside,missing_Began,69,Hesitant,Technical,Behavioral,,0,2,2793.9856,2796.151611328125,2.166015625,66,
0,3,1430.3165,1107.0077,2792.5415,Stationary,0,RedDefault,0.0,Super outside,missing_Began,69,Hesitant,Technical,Behavioral,,0,3,2796.7517,2797.01806640625,0.266357421875,9,
0,4,1430.3165,1107.0077,2792.5747,Stationary,0,RedDefault,0.0,Super outside,missing_Began,69,Hesitant,Technical,Behavioral,,0,4,2797.0515,2797.41796875,0.366455078125,12,
0,5,1430.3165,1107.0077,2792.6082,Stationary,0,RedDefault,0.0,Super outside,missing_Began,69,Hesitant,Technical,Behavioral,,0,5,2797.4514,2797.851318359375,0.39990234375,13,
0,6,1430.3165,1107.0077,2792.6414,Stationary,0,RedDefault,0.0,Super outside,missing_Began,69,Hesitant,Technical,Behavioral,,0,6,2797.918,2797.951416015625,0.033447265625,2,improper_sequence_order
0,7,1430.3165,1107.0077,2792.6746,Ended,0,RedDefault,0.0,Super outside,orphaned_events,69,Hesitant,Technical,Behavioral,,0,7,2797.9846,2798.01806640625,0.033447265625,2,improper_sequence_order
1,0,879.3452,754.8371,2792.7078,Began,0,RedDefault,0.0,Roof,,89,Quick,Behavioral,"Timing,Spatial",,0,8,2798.1514,2798.1845703125,0.033203125,2,improper_sequence_order
1,1,935.94226,787.03436,2792.741,Moved,0,RedDefault,0.42194092,Roof,,89,Quick,Behavioral,"Timing,Spatial",,0,9,2798.2515,2798.31787109375,0.06640625,3,
1,2,955.14124,797.5335,2792.7744,Moved,0,RedDefault,0.84388185,Roof,,89,Quick,Behavioral,"Timing,Spatial",,0,10,2798.3513,2798.384521484375,0.033203125,2,improper_sequence_order
1,3,919.0432,813.0322,2792.8076,Moved,0,RedDefault,1.2658228,Roof,,89,Quick,Behavioral,"Timing,Spatial",,0,11,2798.418,2798.451171875,0.033203125,2,improper_sequence_order
1,4,790.0498,832.93054,2792.8408,Moved,0,RedDefault,1.6877637,Roof,,89,Quick,Behavioral,"Timing,Spatial",,0,12,2798.5513,2798.584716796875,0.033447265625,2,improper_sequence_order
1,5,640.7576,843.1297,2792.8745,Moved,0,RedDefault,2.1097047,Roof,,89,Quick,Behavioral,"Timing,Spatial",,0,13,2798.6514,2798.751220703125,0.099853515625,4,
1,6,483.86584,818.73175,2792.9077,Moved,0,RedDefault,2.5316455,Roof,,89,Quick,Behavioral,"Timing,Spatial",,0,14,2798.7847,2798.81787109375,0.033203125,2,improper_sequence_order
1,7,400.47015,768.4359,2792.9412,Moved,0,RedDefault,2.9535866,Outside,,89,Quick,Behavioral,"Timing,Spatial",,0,15,2798.851,2798.917724609375,0.066650390625,3,
1,8,394.37048,714.2405,2792.9744,Moved,0,RedDefault,2.9535866,Outside,,89,Quick,Behavioral,"Timing,Spatial",,0,16,2798.9512,2798.984375,0.033203125,2,improper_sequence_order
1,9,397.8703,706.94104,2793.0078,Ended,0,RedDefault,3.3755274,Outside,,89,Quick,Behavioral,"Timing,Spatial",,0,17,2799.0178,2799.051025390625,0.033203125,2,improper_sequence_order
2,0,673.35596,758.83673,2793.9856,Began,0,RedDefault,3.3755274,Roof,,88,Quick,Spatial,Timing,,0,18,2799.0845,2799.1845703125,0.10009765625,4,
2,1,673.35596,758.83673,2794.0188,Moved,0,RedDefault,3.7974682,Roof,,88,Quick,Spatial,Timing,,0,19,2799.218,2799.38427734375,0.166259765625,6,
2,2,691.955,757.83685,2794.052,Moved,0,RedDefault,4.2194095,Roof,,88,Quick,Spatial,Timing,,0,20,2799.551,2799.58447265625,0.033447265625,2,improper_sequence_order
2,3,756.45166,752.0373,2794.0852,Moved,0,RedDefault,4.6413503,Roof,,88,Quick,Spatial,Timing,,0,21,2799.6511,2800.11767578125,0.466552734375,15,
2,4,784.9502,749.03754,2794.1187,Moved,0,RedDefault,5.063291,Roof,,88,Quick,Spatial,Timing,,0,22,2800.2842,2800.350830078125,0.066650390625,3,
2,5,793.64966,748.5376,2794.152,Moved,0,RedDefault,5.4852324,Roof,,88,Quick,Spatial,Timing,,0,23,2800.6177,2800.65087890625,0.033203125,2,improper_sequence_order
2,6,762.25134,754.6371,2794.1853,Moved,0,RedDefault,5.907173,Roof,,88,Quick,Spatial,Timing,,0,24,2801.0176,2801.484130859375,0.466552734375,15,
2,7,684.9554,771.13574,2794.2185,Moved,0,RedDefault,6.329114,Roof,,88,Quick,Spatial,Timing,,0,25,2801.5173,2801.917236328125,0.39990234375,13,
