Touchdata_id,accx,accy,accz,color,completionPerc,event_index,fingerId,time,touchPhase,x,y,zone,outlier,imputed,duplicate,invalid_phase
1,0.015914917,0.136779785,-0.979599,RedDefault,0.0,0,0,535.0986,Began,1273.0,867.0,TopIcing,True,False,False,False
1,0.0215148926,0.133972168,-0.98147583,RedDefault,0.543478251,1,0,535.1319,Moved,1296.0,849.999939,TopIcing,False,False,False,False
1,0.01727295,0.13142395,-0.981781,RedDefault,1.0869565,2,0,535.1652,Moved,1303.0,752.0,TopCake,False,False,False,False
1,0.0154724121,0.132705688,-0.980896,RedDefault,1.63043475,3,0,535.1986,Moved,1244.0,589.0,Bound,False,False,False,False
1,0.0194854736,0.135910034,-0.9814606,RedDefault,2.173913,4,0,535.231934,Moved,1182.0,475.000031,BottomIcing,False,False,False,False
1,0.0186309814,0.1302948,-0.981323242,RedDefault,2.71739125,5,0,535.265259,Moved,1141.0,439.999969,BottomIcing,False,False,False,False
1,0.0163116455,0.1324768,-0.980239868,RedDefault,3.2608695,6,0,535.2986,Moved,1107.0,444.0,BottomIcing,False,False,False,False
1,0.0168304443,0.1368866,-0.9824219,RedDefault,3.80434775,7,0,535.3319,Moved,1089.0,505.000031,BottomIcing,False,False,False,False
1,0.0141601563,0.1387024,-0.9802704,RedDefault,4.347826,8,0,535.365234,Moved,1144.0,677.0,TopCake,False,False,False,False
1,0.0158538818,0.135803223,-0.9807739,RedDefault,4.89130449,9,0,535.39856,Moved,1204.0,827.000061,TopIcing,False,False,False,False
1,0.01878357,0.130981445,-0.9830475,RedDefault,5.43478251,10,0,535.4319,Moved,1224.0,881.000061,TopIcing,False,False,False,False
1,0.0256958,0.123748779,-0.984573364,RedDefault,5.978261,11,0,535.4652,Moved,1224.0,876.0,TopIcing,True,False,False,False
1,0.02003479,0.128448486,-0.9805145,RedDefault,6.521739,12,0,535.498535,Moved,1198.0,783.0,TopCake,False,False,False,False
1,0.0171051025,0.1288147,-0.9796753,RedDefault,7.065217,13,0,535.5319,Moved,1119.0,566.0,BottomIcing,False,False,False,False
1,0.0182342529,0.1366272,-0.9822693,RedDefault,7.60869551,14,0,535.565247,Moved,1064.0,373.999969,BottomCake,False,False,False,False
1,0.01902771,0.136825562,-0.98147583,RedDefault,8.152174,15,0,535.5986,Moved,1056.0,325.999969,BottomCake,False,False,False,False
1,0.0153045654,0.136459351,-0.9807892,RedDefault,8.695652,16,0,535.6319,Moved,1082.0,394.999969,BottomCake,False,False,False,False
1,0.0164337158,0.133056641,-0.98210144,RedDefault,8.695652,17,0,535.6652,Moved,1227.0,659.0,TopCake,False,False,False,False
1,0.01751709,0.129501343,-0.9809418,RedDefault,9.23913,18,0,535.698547,Moved,1416.0,942.0,Outside,False,False,False,False
