Touchdata_id,accx,accy,accz,color,completionPerc,event_index,fingerId,time,touchPhase,x,y,zone,outlier,imputed,duplicate,invalid_phase
1,0.0180511475,0.151596069,-0.983505249,RedDefault,0.0,0,0,398.372528,Began,800.0,186.0,Wall,True,False,False,False
1,0.018447876,0.15461731,-0.973526,RedDefault,0.421940923,1,0,398.405853,Moved,808.0,187.999969,Wall,False,False,False,False
1,0.0186157227,0.154556274,-0.979248047,RedDefault,0.843881845,2,0,398.439178,Ended,857.0,147.0,Wall,False,False,False,False
2,0.0443573,-0.06549072,-1.00546265,RedDefault,0.843881845,0,0,398.705841,Began,984.0,216.0,Door,True,False,False,False
2,0.0443573,-0.06549072,-1.00546265,RedDefault,1.26582277,1,0,398.739166,Moved,985.0,243.0,Door,True,False,False,False
2,0.0191192627,0.152832031,-0.9821167,RedDefault,1.68776369,2,0,398.7726,Moved,972.0,190.000031,Bound,True,False,False,False
2,0.0181732178,0.15335083,-0.9783783,RedDefault,2.10970473,3,0,398.805969,Ended,968.0,186.0,Bound,True,False,False,False
3,0.0246734619,0.153305054,-0.97435,RedDefault,2.53164554,0,0,407.605438,Began,1053.0,127.000031,Outside,True,False,False,False
3,0.0189208984,0.1482544,-0.983840942,RedDefault,3.37552738,1,0,407.638763,Stationary,1053.0,127.000031,Outside,False,False,False,False
3,0.0177459717,0.147354126,-0.979064941,RedDefault,4.21940947,2,0,407.6721,Stationary,1053.0,127.000031,Outside,False,False,False,False
3,0.0192260742,0.1493988,-0.977249146,RedDefault,5.063291,3,0,407.705444,Stationary,1053.0,127.000031,Outside,False,False,False,False
3,0.0174255371,0.1484375,-0.9789734,RedDefault,5.907173,4,0,407.73877,Canceled,1053.0,127.000031,Wall,False,False,False,False
0,0.0184326172,0.148864746,-0.978286743,RedDefault,14.3459911,0,0,408.238739,Ended,1053.0,127.000031,Bound,True,False,False,False
6,0.0215301514,0.150085449,-0.981216431,RedDefault,14.3459911,0,0,408.838684,Began,750.0,729.0,Wall,True,False,False,False
6,0.02482605,0.147003174,-0.9795227,RedDefault,14.7679329,1,0,408.87204,Stationary,750.0,729.0,Wall,False,False,False,False
6,0.0157318115,0.146087646,-0.9791107,RedDefault,15.1898727,2,0,408.905365,Stationary,750.0,729.0,Wall,False,False,False,False
6,0.0157318115,0.146087646,-0.9791107,RedDefault,15.6118135,3,0,408.9387,Moved,757.0,705.0,Wall,False,False,False,False
6,0.0193328857,0.149887085,-0.978240967,RedDefault,16.0337543,4,0,409.0387,Moved,789.0,403.999969,Wall,False,False,False,False
6,0.0193328857,0.149887085,-0.978240967,RedDefault,16.4556961,5,0,409.072021,Moved,803.0,360.0,Wall,False,False,False,False
6,0.0186004639,0.147277832,-0.9785309,RedDefault,16.4556961,6,0,409.105347,Ended,883.0,355.999969,Wall,False,False,False,False
7,0.0197296143,0.1503601,-0.9797516,RedDefault,16.8776379,0,0,409.605316,Began,1352.0,581.0,Wall,True,False,False,False
7,0.0183105469,0.149963379,-0.978302,RedDefault,17.2995777,1,0,409.638641,Stationary,1352.0,581.0,Wall,False,False,False,False
7,0.0177307129,0.147064209,-0.979187,RedDefault,17.72152,2,0,409.672,Stationary,1352.0,581.0,Wall,False,False,False,False
7,0.0190429688,0.146453857,-0.979187,RedDefault,18.14346,3,0,409.705322,Stationary,1352.0,581.0,Wall,False,False,False,False
7,0.0190734863,0.148452759,-0.9794922,RedDefault,18.5654011,4,0,409.738647,Moved,1356.0,580.0,Wall,False,False,False,False
7,0.0185546875,0.148132324,-0.978469849,RedDefault,18.5654011,5,0,409.771973,Moved,1363.0,558.0,Wall,False,False,False,False
7,0.0187072754,0.146316528,-0.9789429,RedDefault,18.98734,6,0,409.8053,Moved,1368.0,534.0,Wall,False,False,False,False
7,0.0173187256,0.1497345,-0.979797363,RedDefault,19.4092827,7,0,409.838654,Moved,1378.0,502.999969,Wall,False,False,False,False
7,0.0180053711,0.152557373,-0.9780731,RedDefault,19.8312244,8,0,409.871979,Moved,1393.0,466.000031,Wall,False,False,False,False
7,0.0190582275,0.149429321,-0.979095459,RedDefault,20.2531643,9,0,409.9053,Moved,1406.0,423.0,Wall,False,False,False,False
7,0.0186157227,0.148010254,-0.9785919,RedDefault,20.6751041,10,0,409.938629,Moved,1419.0,381.0,Wall,False,False,False,False
7,0.0181274414,0.148849487,-0.979019165,RedDefault,21.0970459,11,0,409.971954,Moved,1427.0,366.0,Wall,False,False,False,False
7,0.01776123,0.1497345,-0.9784851,RedDefault,21.5189877,12,0,410.0053,Moved,1438.0,364.000031,Wall,False,False,False,False
7,0.018661499,0.1492157,-0.9784546,RedDefault,21.94093,13,0,410.038635,Moved,1444.0,367.999969,Wall,False,False,False,False
7,0.0193786621,0.1499939,-0.9787903,RedDefault,21.94093,14,0,410.07196,Moved,1444.0,379.000031,Wall,False,False,False,False
7,0.01777649,0.150421143,-0.979354858,RedDefault,21.94093,15,0,410.1053,Ended,1471.0,412.999969,Wall,False,False,False,False
8,0.0177154541,0.151092529,-0.9772644,RedDefault,22.36287,0,0,410.471924,Began,1280.0,647.0,Wall,True,False,False,False
8,0.0192565918,0.14755249,-0.9825592,RedDefault,22.78481,1,0,410.50528,Stationary,1280.0,647.0,Wall,False,False,False,False
8,0.0185852051,0.148635864,-0.978469849,RedDefault,23.20675,2,0,410.5386,Stationary,1280.0,647.0,Wall,False,False,False,False
8,0.0189666748,0.149581909,-0.9781189,RedDefault,23.20675,3,0,410.57193,Stationary,1280.0,647.0,Wall,False,False,False,False
8,0.0182495117,0.148269653,-0.979187,RedDefault,23.20675,4,0,410.605255,Stationary,1280.0,647.0,Wall,False,False,False,False
8,0.0187988281,0.148040771,-0.9790802,RedDefault,23.20675,5,0,410.63858,Stationary,1280.0,647.0,Wall,False,False,False,False
8,0.0178527832,0.1503601,-0.977661133,RedDefault,23.20675,6,0,410.671936,Moved,1281.0,622.0,Wall,False,False,False,False
