Touchdata_id,accx,accy,accz,color,completionPerc,event_index,fingerId,time,touchPhase,x,y,zone,outlier,imputed,duplicate,invalid_phase
1,0.0368042,0.07330322,-0.9881897,RedDefault,0.0,0,0,1772.354,Began,1607.0,728.0,Outside,True,False,False,False
1,0.0324859619,0.07246399,-0.9916992,RedDefault,0.0,1,0,1772.38733,Stationary,1607.0,728.0,Outside,True,False,False,False
1,0.0348510742,0.072769165,-0.980438232,RedDefault,0.0,2,0,1772.42065,Stationary,1607.0,728.0,Outside,True,False,False,False
1,0.0377502441,0.07585144,-0.9907532,RedDefault,0.0,3,0,1772.454,Stationary,1607.0,728.0,Outside,True,False,False,False
1,0.03665161,0.07583618,-0.9881592,RedDefault,0.0,4,0,1772.48743,Stationary,1607.0,728.0,Outside,True,False,False,False
1,0.0367584229,0.07550049,-0.9951172,RedDefault,0.0,5,0,1772.52075,Ended,1607.0,728.0,Outside,True,False,False,False
2,0.03678894,0.07165527,-1.005127,RedDefault,0.0,0,0,1773.18738,Began,1457.0,685.0,Wall,True,False,False,False
2,0.03678894,0.07165527,-1.005127,RedDefault,0.421940923,1,0,1773.2207,Stationary,1457.0,685.0,Wall,True,False,False,False
2,0.05253601,0.0536346436,-0.972061157,RedDefault,0.843881845,2,0,1773.32068,Ended,1457.0,685.0,Wall,True,False,False,False
3,0.05038452,0.0496826172,-0.988204956,RedDefault,1.26582277,0,0,1773.4873,Began,1177.0,381.0,Bound,True,False,False,False
3,0.04710388,0.0524902344,-0.9974518,RedDefault,1.68776369,1,0,1773.52063,Moved,1154.0,381.0,Door,False,False,False,False
3,0.0479736328,0.05531311,-0.979064941,RedDefault,2.10970473,2,0,1773.554,Moved,1142.0,384.0,Door,False,False,False,False
3,0.0508575439,0.0581817627,-1.00074768,RedDefault,2.53164554,3,0,1773.58728,Moved,1138.0,390.0,Door,False,False,False,False
3,0.0550384521,0.0548858643,-0.9888153,RedDefault,2.53164554,4,0,1773.62061,Moved,1134.0,415.999969,Door,False,False,False,False
3,0.0537261963,0.055770874,-0.9889679,RedDefault,2.95358658,5,0,1773.65393,Moved,1126.0,460.999969,Door,False,False,False,False
3,0.0526428223,0.05480957,-0.988311768,RedDefault,3.37552738,6,0,1773.68726,Moved,1116.0,505.000031,Door,False,False,False,False
3,0.0508270264,0.0550994873,-0.9893646,RedDefault,3.79746819,7,0,1773.72058,Moved,1114.0,571.0,Wall,False,False,False,False
3,0.0526428223,0.05329895,-0.986465454,RedDefault,4.21940947,8,0,1773.75391,Moved,1132.0,665.0,Wall,False,False,False,False
3,0.0535888672,0.05406189,-0.9878998,RedDefault,4.64135027,9,0,1773.78735,Moved,1169.0,751.0,Wall,False,False,False,False
3,0.056350708,0.0514373779,-0.987442,RedDefault,5.063291,10,0,1773.82068,Moved,1197.0,783.0,Wall,False,False,False,False
3,0.05189514,0.054397583,-0.9829712,RedDefault,5.48523235,11,0,1773.854,Moved,1211.0,765.0,Wall,False,False,False,False
3,0.052947998,0.0562286377,-0.9911957,RedDefault,5.907173,12,0,1773.88733,Moved,1205.0,661.0,Wall,False,False,False,False
3,0.0539093,0.05064392,-0.984954834,RedDefault,6.329114,13,0,1773.92065,Moved,1176.0,532.0,Wall,False,False,False,False
3,0.0555267334,0.0553894043,-0.98765564,RedDefault,6.751055,14,0,1773.954,Moved,1159.0,412.999969,Door,False,False,False,False
3,0.0478515625,0.0551147461,-0.9881592,RedDefault,6.751055,15,0,1773.9873,Moved,1154.0,327.0,Door,False,False,False,False
3,0.0499267578,0.04978943,-0.9884949,RedDefault,7.17299557,16,0,1774.02063,Moved,1154.0,283.999969,Door,False,False,False,False
3,0.04598999,0.0548400879,-0.9872894,RedDefault,7.59493637,17,0,1774.054,Moved,1156.0,274.999969,Door,False,False,False,False
3,0.063583374,0.04916382,-0.973953247,RedDefault,7.59493637,18,0,1774.08728,Moved,1157.0,274.999969,Door,True,False,False,False
3,0.0524749756,0.0592041,-0.993652344,RedDefault,7.59493637,19,0,1774.12061,Stationary,1157.0,274.999969,Door,True,False,False,False
3,0.0492401123,0.0539093,-0.9887543,RedDefault,7.59493637,20,0,1774.15393,Moved,1157.0,277.000031,Door,False,False,False,False
3,0.0501861572,0.0525817871,-0.9870453,RedDefault,7.59493637,21,0,1774.18726,Moved,1164.0,321.0,Bound,False,False,False,False
3,0.0582733154,0.0540924072,-0.985610962,RedDefault,8.016877,22,0,1774.22058,Moved,1184.0,408.0,Wall,False,False,False,False
3,0.05706787,0.0517272949,-0.989624,RedDefault,8.438819,23,0,1774.25391,Moved,1210.0,517.0,Wall,False,False,False,False
3,0.05819702,0.0517272949,-0.990203857,RedDefault,8.86076,24,0,1774.28723,Moved,1242.0,620.0,Wall,False,False,False,False
3,0.051574707,0.0529937744,-0.9862213,RedDefault,9.282701,25,0,1774.32056,Moved,1267.0,663.0,Wall,False,False,False,False
3,0.0477294922,0.051651,-0.98916626,RedDefault,9.704641,26,0,1774.35388,Moved,1276.0,662.0,Wall,False,False,False,False
3,0.0493164063,0.0543365479,-0.9871063,RedDefault,10.1265821,27,0,1774.38721,Moved,1272.0,607.0,Wall,False,False,False,False
3,0.05505371,0.0529632568,-0.9874115,RedDefault,10.1265821,28,0,1774.42053,Moved,1248.0,537.0,Wall,False,False,False,False
3,0.0556182861,0.05354309,-0.98979187,RedDefault,10.5485229,29,0,1774.454,Moved,1220.0,459.0,Wall,False,False,False,False
3,0.0540313721,0.0537719727,-0.9898529,RedDefault,10.5485229,30,0,1774.4873,Moved,1190.0,367.000031,Wall,False,False,False,False
3,0.05595398,0.0521087646,-0.986801147,RedDefault,10.9704647,31,0,1774.52063,Moved,1165.0,271.000031,Bound,False,False,False,False
3,0.0505981445,0.05430603,-0.988830566,RedDefault,10.9704647,32,0,1774.554,Moved,1146.0,217.000031,Door,False,False,False,False
