Touchdata_id,event_index,x,y,time,touchPhase,fingerId,color,completionPerc,zone,flags,quality_score,interaction_type,anomaly_flag,research_suitability,     ,     fingerId,     seqId,     startTime,     endTime,     durationSec,     nPoints,     flags,time_diff,time_diff_normalized,cumulative_time,time_acceleration,sequence_position,sequence_length,position_ratio,time_rhythm_consistency,x_diff,y_diff,distance,velocity,acceleration,direction_angle,direction_change,cumulative_distance,spatial_smoothness,bbox_width,bbox_height,bbox_area,phase_transition,completion_rate,completion_acceleration,zone_change,zone_stability,color_change,has_began,has_ended,has_canceled,sequence_valid_pattern,velocity_outlier,distance_outlier,time_gap_outlier
0,0,1504.0,118.00003,5798.674,Ended,1,RedDefault,15.217391,Outside,orphaned_events,39,Erratic,Technical,Limited,,0.0,1.0,5777.9487,5779.24853515625,1.2998046875,40.0,,0.0,-0.9638979815915857,5798.674,0.0,0,7,0.0,0.27806659267014255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43247769585555845,494.0,372.99994000000004,184261.97036,start_Ended,0.0,0.0,1,6,1,0,1,1,0,0,0,0
0,1,1169.0,382.00003,5803.307,Canceled,1,RedDefault,24.456522,TopIcing,orphaned_events,39,Erratic,Technical,Limited,,0.0,2.0,5796.1074,,,4.0,"missing_Ended,has_canceled",4.632999999999811,0.32438454224913205,11601.981,4.632999999999811,1,7,0.14285714265306124,0.27806659267014255,-335.0,264.0,426.5219806762601,92.06172669019216,92.06172669019216,2.4741749052406203,2.4741749052406203,426.5219806762601,0.43247769585555845,494.0,372.99994000000004,184261.97036,Ended_to_Canceled,9.239131,9.239131,1,6,0,0,1,1,0,0,0,0
0,2,1155.0,388.99997,5812.5396,Ended,1,RedDefault,54.347824,Outside,orphaned_events,39,Erratic,Technical,Limited,,0.0,3.0,5796.307,5798.673828125,2.36669921875,72.0,,9.232600000000275,1.6033796418948485,17414.5206,4.599600000000464,2,7,0.2857142853061225,0.27806659267014255,-14.0,6.999940000000038,15.652449009774813,1.69534573065235,-90.36638095953981,2.6779484731662913,0.20377356792567092,442.17442968603496,0.43247769585555845,494.0,372.99994000000004,184261.97036,Canceled_to_Ended,29.891302000000003,20.652171000000003,1,6,0,0,1,1,0,0,0,0
0,3,1010.0,319.99997,5812.573,Ended,2,RedDefault,58.69565,BottomCake,orphaned_events,39,Erratic,Technical,Limited,,0.0,4.0,5800.5405,5812.53955078125,11.9990234375,359.0,,0.033400000000256114,-0.9546105573963317,23227.0936,-9.199200000000019,3,7,0.4285714279591837,0.27806659267014255,-145.0,-69.0,160.5801980320114,4807.7889207452345,4806.093575014582,-2.697441181299432,-5.375389654465723,602.7546277180463,0.43247769585555845,494.0,372.99994000000004,184261.97036,Ended_to_Ended,4.347825999999998,-25.543476000000005,1,6,0,0,1,1,0,0,0,0
0,4,1283.0,16.00003,5818.639,Ended,1,RedDefault,81.521736,Outside,orphaned_events,39,Erratic,Technical,Limited,,0.0,5.0,5813.2065,5818.63916015625,5.4326171875,162.0,,6.0659999999998035,0.7228539695454443,29045.7326,6.032599999999547,4,7,0.571428570612245,0.27806659267014255,273.0,-303.99994000000004,408.588990943226,67.35723545494014,-4740.431685290294,-0.8390726309157439,1.858368550383688,1011.3436186612723,0.43247769585555845,494.0,372.99994000000004,184261.97036,Ended_to_Ended,22.826086000000004,18.478260000000006,1,6,0,0,1,1,0,0,0,0
0,5,1132.0,67.99997,5822.906,Ended,1,RedDefault,91.30435,Outside,orphaned_events,39,Erratic,Technical,Limited,,0.0,6.0,5819.0728,5822.90576171875,3.8330078125,116.0,,4.266999999999825,0.22261216933186395,34868.6386,-1.7989999999999782,5,7,0.7142857132653061,0.27806659267014255,-151.0,51.99994000000001,159.70282953036116,37.42742656575895,-29.92980888918119,2.8099417878296715,3.6490144187454154,1171.0464481916335,0.43247769585555845,494.0,372.99994000000004,184261.97036,Ended_to_Ended,9.782613999999995,-13.043472000000008,0,6,0,0,1,1,0,0,0,0
0,6,1378.0,114.0,5822.939,Ended,2,RedDefault,91.30435,Super outside,orphaned_events,39,Erratic,Technical,Limited,,0.0,7.0,5826.79,,,2.0,"missing_Ended,too_few_points",0.03300000000035652,-0.9547217840333718,40691.577600000004,-4.233999999999469,6,7,0.8571428559183674,0.27806659267014255,246.0,46.000029999999995,250.26386626918577,7583.751225120295,7546.323798554537,0.18485714984957874,-2.625084637980093,1421.3103144608192,0.43247769585555845,494.0,372.99994000000004,184261.97036,Ended_to_Ended,0.0,-9.782613999999995,1,6,0,0,1,1,0,0,0,0
1,0,1324.0,499.99997,5777.9487,Began,0,RedDefault,0.0,BottomIcing,,72,Quick,Spatial,Timing,,1.0,0.0,5798.674,5822.90576171875,24.23193359375,5.0,,0.0,-6.1584199883665915,5777.9487,0.0,0,40,0.0,189.51900256555305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.089013293218535,89.0,45.99994000000004,4093.9946600000035,start_Began,0.0,0.0,1,1,1,1,1,0,1,0,0,0
1,1,1324.0,499.99997,5777.982,Stationary,0,RedDefault,0.54347825,BottomIcing,,72,Quick,Spatial,Timing,,1.0,1.0,5796.341,,,3.0,"missing_Ended,has_canceled",0.03330000000005384,0.15256279707652973,11555.9307,0.03330000000005384,1,40,0.02499999999375,189.51900256555305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.089013293218535,89.0,45.99994000000004,4093.9946600000035,Began_to_Stationary,0.54347825,0.54347825,0,1,0,1,1,0,1,0,0,0
1,2,1324.0,499.99997,5778.0156,Stationary,0,RedDefault,1.0869565,BottomIcing,,72,Quick,Spatial,Timing,,1.0,2.0,5817.0063,,,2.0,"missing_Ended,too_few_points,has_canceled,improper_sequence_order",0.03359999999975116,0.20941849778883206,17333.9463,0.00029999999969732016,2,40,0.0499999999875,189.51900256555305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.089013293218535,89.0,45.99994000000004,4093.9946600000035,Stationary_to_Stationary,0.54347825,0.0,0,1,0,1,1,0,1,0,0,0
