Touchdata_id,event_index,x,y,time,touchPhase,fingerId,color,completionPerc,zone,flags,quality_score,interaction_type,anomaly_flag,research_suitability,     ,     fingerId,     seqId,     startTime,     endTime,     durationSec,     nPoints,     flags,time_diff,time_diff_normalized,cumulative_time,time_acceleration,sequence_position,sequence_length,position_ratio,time_rhythm_consistency,x_diff,y_diff,distance,velocity,acceleration,direction_angle,direction_change,cumulative_distance,spatial_smoothness,bbox_width,bbox_height,bbox_area,phase_transition,completion_rate,completion_acceleration,zone_change,zone_stability,color_change,has_began,has_ended,has_canceled,sequence_valid_pattern,velocity_outlier,distance_outlier,time_gap_outlier
1,0,1041.0,262.0,5.132004,Began,0,RedDefault,0.0,Wall,,99,Erratic,Behavioral,Behavioral,,0.0,1.0,5.132004,5.198770046234131,0.0667662620544433,3.0,,0.0,-1.154699692526072,5.132004,0.0,0,3,0.0,51.884178737355015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4557780605598036,1.0,8.0,8.0,start_Began,0.0,0.0,1,1,1,1,1,0,1,0,0,0
1,1,1040.0,258.0,5.1653996,Moved,0,RedDefault,0.42194092,Wall,,99,Erratic,Behavioral,Behavioral,,0.0,2.0,9.407319,9.741290092468262,0.3339710235595703,8.0,,0.033395599999999526,0.5780035869151167,10.297403599999999,0.033395599999999526,1,3,0.3333333322222222,51.884178737355015,-1.0,-4.0,4.123105625617661,123.46250377273297,123.46250377273297,-1.8157749899217608,-1.8157749899217608,4.123105625617661,1.4557780605598036,1.0,8.0,8.0,Began_to_Moved,0.42194092,0.42194092,0,1,0,1,1,0,1,0,0,0
1,2,1040.0,254.0,5.19877,Ended,0,RedDefault,0.84388185,Wall,,99,Erratic,Behavioral,Behavioral,,0.0,3.0,10.843572,11.144125938415527,0.3005542755126953,7.0,,0.03337039999999991,0.5766961056109554,15.496173599999999,-2.519999999961442e-05,2,3,0.6666666644444444,51.884178737355015,0.0,-4.0,4.0,119.86667230040058,-3.5958314723323923,-1.5707963267948966,0.24497866312686423,8.123105625617661,1.4557780605598036,1.0,8.0,8.0,Moved_to_Ended,0.42194093000000005,1.0000000050247593e-08,0,1,0,1,1,0,1,0,0,0
2,0,933.99994,705.0,9.407319,Began,0,RedDefault,0.84388185,Roof,,78,Quick,Behavioral,"Timing,Spatial",,0.0,4.0,12.11278,12.346582412719728,0.2338027954101562,6.0,,0.0,-1.767486267659357,9.407319,0.0,0,8,0.0,42.338676535611945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5014233178965752,34.00005999999996,617.0,20978.037019999978,start_Began,0.0,0.0,1,4,1,1,1,0,1,0,0,0
2,1,931.0,673.0,9.440712,Moved,0,RedDefault,1.2658228,Roof,,78,Quick,Behavioral,"Timing,Spatial",,0.0,5.0,13.047972,23.10201644897461,10.054044723510742,201.0,,0.03339300000000023,-0.35367084210565786,18.848031,0.03339300000000023,1,8,0.12499999984374999,42.338676535611945,-2.999940000000038,-32.0,32.140311759589395,962.4862137192537,962.4862137192537,-1.664271249289078,-1.664271249289078,32.140311759589395,3.5014233178965752,34.00005999999996,617.0,20978.037019999978,Began_to_Moved,0.42194095,0.42194095,0,4,0,1,1,0,1,0,0,0
2,2,911.99994,513.0,9.507582,Moved,0,RedDefault,1.6877637,Bound,,78,Quick,Behavioral,"Timing,Spatial",,0.0,6.0,23.502861,34.058128356933594,10.555267333984377,211.0,,0.06686999999999976,1.0637010322770035,28.355612999999998,0.033476999999999535,2,8,0.24999999968749997,42.338676535611945,-19.000059999999962,-160.0,161.12418279080146,2409.513364672774,1447.0271509535205,-1.6889931854607567,-0.024721936171678616,193.26449455039085,3.5014233178965752,34.00005999999996,617.0,20978.037019999978,Moved_to_Moved,0.42194090000000006,-4.9999999918171056e-08,1,4,0,1,1,0,1,0,0,0
2,3,915.00006,362.0,9.540979,Moved,0,RedDefault,2.1097047,Wall,,78,Quick,Behavioral,"Timing,Spatial",,0.0,7.0,37.098835,37.13225173950195,0.033416748046875,2.0,improper_sequence_order,0.03339700000000079,-0.3535014873994917,37.896592,-0.033472999999998976,3,8,0.37499999953124996,42.338676535611945,3.0001199999999244,-151.0,151.0298007679756,4522.255159008906,2112.741794336132,-1.5509305961553186,0.13806258930543813,344.29429531836644,3.5014233178965752,34.00005999999996,617.0,20978.037019999978,Moved_to_Moved,0.4219409999999999,9.999999983634211e-08,1,4,0,1,1,0,1,0,0,0
2,4,922.0,222.0,9.607753,Moved,0,RedDefault,2.5316455,Wall,,78,Quick,Behavioral,"Timing,Spatial",,0.0,8.0,37.399418,39.33664321899414,1.937225341796875,40.0,,0.06677400000000056,1.0596365193296182,47.504345,0.03337699999999977,4,8,0.49999999937499995,42.338676535611945,6.999940000000038,-140.0,140.1748877652613,2099.243220008206,-2423.0119390007,-1.5208383585756347,0.030092237579683934,484.46918308362774,3.5014233178965752,34.00005999999996,617.0,20978.037019999978,Moved_to_Moved,0.4219408000000002,-1.9999999967268423e-07,0,4,0,1,1,0,1,0,0,0
2,5,926.0,129.0,9.641142,Moved,0,RedDefault,2.9535866,Wall,,78,Quick,Behavioral,"Timing,Spatial",,0.0,9.0,44.915165,,,2.0,"missing_Ended,too_few_points",0.03338899999999967,-0.353840196811824,57.145487,-0.033385000000000886,5,8,0.6249999992187499,42.338676535611945,4.0,-93.0,93.08598175880189,2787.922785335738,688.6795653275317,-1.5278120669271256,-0.006973708351490915,577.5551648424296,3.5014233178965752,34.00005999999996,617.0,20978.037019999978,Moved_to_Moved,0.42194109999999974,2.9999999950902634e-07,0,4,0,1,1,0,1,0,0,0
2,6,944.0,92.0,9.707899,Moved,0,RedDefault,3.3755274,Outside,,78,Quick,Behavioral,"Timing,Spatial",,1.0,1.0,12.346582,13.014572143554688,0.6679897308349609,14.0,,0.06675699999999907,1.0589167618284498,66.853386,0.0333679999999994,6,8,0.7499999990624999,42.338676535611945,18.0,-37.0,41.14608122288197,616.3559635592209,-2171.566821776517,-1.1180178549713606,0.40979421195576493,618.7012460653116,3.5014233178965752,34.00005999999996,617.0,20978.037019999978,Moved_to_Moved,0.4219408000000002,-2.9999999950902634e-07,1,4,0,1,1,0,1,0,0,0
