Touchdata_id,accx,accy,accz,color,completionPerc,event_index,fingerId,time,touchPhase,x,y,zone
1,0.019317627,0.669693,-0.7297516,RedDefault,0.0,0,0,3192.546,Began,800.0,504.0,Wall
1,0.0757904053,0.6650238,-0.7221985,RedDefault,0.421940923,1,0,3192.579,Stationary,800.0,504.0,Wall
2,0.0757904053,0.6650238,-0.7221985,RedDefault,0.421940923,0,1,3192.579,Began,1014.0,542.0,Wall
3,0.0757904053,0.6650238,-0.7221985,RedDefault,0.421940923,0,2,3192.579,Began,746.0,388.000031,Wall
1,-0.001663208,0.6248932,-0.741348267,RedDefault,1.68776369,2,0,3192.61255,Stationary,800.0,504.0,Wall
2,-0.001663208,0.6248932,-0.741348267,RedDefault,1.68776369,1,1,3192.61255,Moved,1013.0,530.0,Bound
3,-0.001663208,0.6248932,-0.741348267,RedDefault,1.68776369,1,2,3192.61255,Stationary,746.0,388.000031,Wall
1,-0.016784668,0.6954498,-0.777298,RedDefault,2.95358658,3,0,3192.64575,Canceled,836.0,492.0,Wall
2,-0.016784668,0.6954498,-0.777298,RedDefault,2.95358658,2,1,3192.64575,Moved,1013.0,514.0,Bound
3,-0.016784668,0.6954498,-0.777298,RedDefault,2.95358658,2,2,3192.64575,Moved,797.0,412.999969,Wall
2,-0.06362915,0.6912842,-0.7927704,RedDefault,4.21940947,3,1,3192.6792,Moved,1018.0,499.000031,Door
3,-0.06362915,0.6912842,-0.7927704,RedDefault,4.21940947,3,2,3192.6792,Moved,773.0,352.000031,Wall
2,-0.026550293,0.630050659,-0.789413452,RedDefault,5.063291,4,1,3192.71265,Moved,1022.0,490.999969,Door
3,-0.026550293,0.630050659,-0.789413452,RedDefault,5.063291,4,2,3192.71265,Moved,782.0,346.999969,Wall
2,0.0160217285,0.645904541,-0.7321625,RedDefault,5.907173,5,1,3192.74585,Moved,1023.0,486.0,Door
3,0.0160217285,0.645904541,-0.7321625,RedDefault,5.907173,5,2,3192.74585,Moved,790.0,342.0,Wall
2,0.0262298584,0.674331665,-0.662124634,RedDefault,5.907173,6,1,3192.7793,Moved,1023.0,484.000031,Door
3,0.0262298584,0.674331665,-0.662124634,RedDefault,5.907173,6,2,3192.7793,Moved,795.0,334.999969,Wall
2,0.07646179,0.729354858,-0.6571655,RedDefault,6.329114,7,1,3192.8125,Moved,1024.0,481.000031,Door
3,0.07646179,0.729354858,-0.6571655,RedDefault,6.329114,7,2,3192.8125,Moved,798.0,330.0,Wall
2,0.0395813,0.7046814,-0.686737061,RedDefault,6.329114,8,1,3192.846,Moved,1025.0,478.999969,Door
3,0.0395813,0.7046814,-0.686737061,RedDefault,6.329114,8,2,3192.846,Moved,800.0,324.0,Wall
2,-0.0268859863,0.6424866,-0.7566986,RedDefault,6.751055,9,1,3192.87915,Moved,1025.0,477.0,Door
3,-0.0268859863,0.6424866,-0.7566986,RedDefault,6.751055,9,2,3192.87915,Moved,802.0,318.0,Wall
2,-0.0208282471,0.6453552,-0.7725067,RedDefault,7.17299557,10,1,3192.9126,Moved,1026.0,475.000031,Door
3,-0.0208282471,0.6453552,-0.7725067,RedDefault,7.17299557,10,2,3192.9126,Moved,802.0,295.000031,Wall
2,-0.0132904053,0.6634674,-0.756897,RedDefault,7.17299557,11,1,3192.9458,Moved,1027.0,472.999969,Door
3,-0.0132904053,0.6634674,-0.756897,RedDefault,7.17299557,11,2,3192.9458,Moved,802.0,286.999969,Wall
2,0.00183105469,0.666412354,-0.7352905,RedDefault,7.17299557,12,1,3192.97925,Moved,1027.0,471.0,Door
3,0.00183105469,0.666412354,-0.7352905,RedDefault,7.17299557,12,2,3192.97925,Moved,803.0,282.0,Wall
2,0.0137786865,0.6672058,-0.7156372,RedDefault,7.17299557,13,1,3193.01245,Moved,1027.0,468.0,Door
